Index,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Grade,Age,Gender,FormalClothing,TotalCLOwithChair,SwC,MC,TSV
947,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,5.0,11.0,0.0,1.0,1.72,2.0,4.0,
0,1.0,3.0,1.0,3.0,22.4,10.1,57.8,17.0,5.0,11.0,0.0,1.0,1.72,2.0,4.0,0.0
1,1.0,3.0,1.0,3.0,22.4,10.1,67.8,17.4,5.0,11.0,0.0,1.0,1.72,2.0,4.0,0.0
2,1.0,3.0,1.0,3.0,22.4,10.1,44.3,16.1,5.0,11.0,0.0,1.0,1.72,2.0,4.0,0.0
3,1.0,3.0,1.0,3.0,22.4,10.1,55.3,17.0,5.0,11.0,0.0,1.0,1.72,2.0,4.0,0.0
290,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,5.0,13.0,0.0,0.0,1.04,2.0,4.0,
0,3.0,1.0,0.0,4.0,22.2,5.2,66.5,14.9,5.0,13.0,0.0,0.0,1.04,2.0,4.0,0.0
1,3.0,1.0,0.0,4.0,22.2,5.2,56.7,14.9,5.0,13.0,0.0,0.0,1.04,2.0,4.0,0.0
2,3.0,1.0,0.0,4.0,22.2,5.2,56.9,17.0,5.0,13.0,0.0,0.0,1.04,2.0,4.0,0.0
3,3.0,1.0,0.0,4.0,22.2,5.2,46.7,13.9,5.0,13.0,0.0,0.0,1.04,2.0,4.0,0.0
1785,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,11.0,0.0,1.0,1.55,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,45.3,15.9,5.0,11.0,0.0,1.0,1.55,2.0,4.0,0.0
1,4.0,4.0,1.0,2.0,20.8,4.2,54.6,15.2,5.0,11.0,0.0,1.0,1.55,2.0,4.0,0.0
2,4.0,4.0,1.0,2.0,20.8,4.2,45.7,14.2,5.0,11.0,0.0,1.0,1.55,2.0,4.0,0.0
3,4.0,4.0,1.0,2.0,20.8,4.2,49.8,15.7,5.0,11.0,0.0,1.0,1.55,2.0,4.0,0.0
1615,3.0,4.0,1.0,2.0,20.0,8.8,67.4,13.0,4.0,10.0,1.0,0.0,1.21,2.0,4.0,
0,3.0,4.0,1.0,2.0,20.0,8.8,56.6,14.2,4.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
1,3.0,4.0,1.0,2.0,20.0,8.8,63.8,17.2,4.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
2,3.0,4.0,1.0,2.0,20.0,8.8,66.0,13.0,4.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
3,3.0,4.0,1.0,2.0,20.0,8.8,69.1,13.4,4.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
462,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.1,3.0,9.0,0.0,0.0,1.12,1.0,4.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,71.8,14.8,3.0,9.0,0.0,0.0,1.12,1.0,4.0,0.0
1,5.0,1.0,0.0,2.0,24.2,6.0,66.2,14.4,3.0,9.0,0.0,0.0,1.12,1.0,4.0,0.0
2,5.0,1.0,0.0,2.0,24.2,6.0,57.8,14.1,3.0,9.0,0.0,0.0,1.12,1.0,4.0,0.0
3,5.0,1.0,0.0,2.0,24.2,6.0,69.6,15.0,3.0,9.0,0.0,0.0,1.12,1.0,4.0,0.0
1413,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,4.0,9.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,4.0,1.0,4.0,22.4,4.7,68.8,14.4,4.0,9.0,1.0,1.0,1.69,2.0,4.0,0.0
1,1.0,4.0,1.0,4.0,22.4,4.7,49.8,17.0,4.0,9.0,1.0,1.0,1.69,2.0,4.0,0.0
2,1.0,4.0,1.0,4.0,22.4,4.7,65.2,16.8,4.0,9.0,1.0,1.0,1.69,2.0,4.0,0.0
3,1.0,4.0,1.0,4.0,22.4,4.7,67.9,14.4,4.0,9.0,1.0,1.0,1.69,2.0,4.0,0.0
881,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,3.0,9.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,3.0,1.0,1.0,22.4,10.1,59.9,16.7,3.0,9.0,1.0,1.0,1.69,2.0,4.0,0.0
1,1.0,3.0,1.0,1.0,22.4,10.1,50.1,15.3,3.0,9.0,1.0,1.0,1.69,2.0,4.0,0.0
2,1.0,3.0,1.0,1.0,22.4,10.1,44.6,14.5,3.0,9.0,1.0,1.0,1.69,2.0,4.0,0.0
3,1.0,3.0,1.0,1.0,22.4,10.1,63.9,16.7,3.0,9.0,1.0,1.0,1.69,2.0,4.0,0.0
447,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,3.0,10.0,0.0,0.0,1.04,2.0,4.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,60.3,15.1,3.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
1,5.0,1.0,0.0,2.0,24.2,6.0,58.8,17.3,3.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
2,5.0,1.0,0.0,2.0,24.2,6.0,63.2,15.1,3.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
3,5.0,1.0,0.0,2.0,24.2,6.0,61.2,17.3,3.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
19,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,8.0,1.0,0.0,1.07,2.0,4.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,53.6,15.4,3.0,8.0,1.0,0.0,1.07,2.0,4.0,0.0
1,1.0,1.0,0.0,3.0,22.2,5.1,70.3,12.9,3.0,8.0,1.0,0.0,1.07,2.0,4.0,0.0
2,1.0,1.0,0.0,3.0,22.2,5.1,61.6,14.5,3.0,8.0,1.0,0.0,1.07,2.0,4.0,0.0
3,1.0,1.0,0.0,3.0,22.2,5.1,74.5,14.5,3.0,8.0,1.0,0.0,1.07,2.0,4.0,0.0
1541,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,4.0,8.0,1.0,1.0,1.55,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,63.6,13.4,4.0,8.0,1.0,1.0,1.55,2.0,4.0,0.0
1,2.0,4.0,1.0,2.0,19.6,6.6,65.2,15.4,4.0,8.0,1.0,1.0,1.55,2.0,4.0,0.0
2,2.0,4.0,1.0,2.0,19.6,6.6,62.5,14.1,4.0,8.0,1.0,1.0,1.55,2.0,4.0,0.0
3,2.0,4.0,1.0,2.0,19.6,6.6,67.4,16.5,4.0,8.0,1.0,1.0,1.55,2.0,4.0,0.0
1286,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,3.0,9.0,1.0,1.0,1.33,2.0,4.0,
0,4.0,3.0,1.0,1.0,17.6,8.4,71.4,14.1,3.0,9.0,1.0,1.0,1.33,2.0,4.0,0.0
1,4.0,3.0,1.0,1.0,17.6,8.4,74.9,13.8,3.0,9.0,1.0,1.0,1.33,2.0,4.0,0.0
2,4.0,3.0,1.0,1.0,17.6,8.4,53.0,14.0,3.0,9.0,1.0,1.0,1.33,2.0,4.0,0.0
3,4.0,3.0,1.0,1.0,17.6,8.4,46.8,14.1,3.0,9.0,1.0,1.0,1.33,2.0,4.0,0.0
318,4.0,1.0,0.0,3.0,22.9,6.6,60.3,14.0,3.0,9.0,1.0,0.0,1.43,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,75.4,15.0,3.0,9.0,1.0,0.0,1.43,2.0,4.0,0.0
1,4.0,1.0,0.0,3.0,22.9,6.6,51.1,14.0,3.0,9.0,1.0,0.0,1.43,2.0,4.0,0.0
2,4.0,1.0,0.0,3.0,22.9,6.6,61.6,14.4,3.0,9.0,1.0,0.0,1.43,2.0,4.0,0.0
3,4.0,1.0,0.0,3.0,22.9,6.6,62.0,15.0,3.0,9.0,1.0,0.0,1.43,2.0,4.0,0.0
840,4.0,2.0,1.0,1.0,24.2,6.0,59.9,15.4,4.0,10.0,1.0,1.0,1.13,2.0,4.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,63.9,15.4,4.0,10.0,1.0,1.0,1.13,2.0,4.0,0.0
1,4.0,2.0,1.0,1.0,24.2,6.0,54.8,16.3,4.0,10.0,1.0,1.0,1.13,2.0,4.0,0.0
2,4.0,2.0,1.0,1.0,24.2,6.0,55.7,17.0,4.0,10.0,1.0,1.0,1.13,2.0,4.0,0.0
3,4.0,2.0,1.0,1.0,24.2,6.0,59.9,13.1,4.0,10.0,1.0,1.0,1.13,2.0,4.0,0.0
1445,1.0,4.0,1.0,5.0,22.4,4.7,68.1,14.4,5.0,11.0,1.0,1.0,1.32,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,48.9,14.0,5.0,11.0,1.0,1.0,1.32,2.0,4.0,0.0
1,1.0,4.0,1.0,5.0,22.4,4.7,47.9,14.5,5.0,11.0,1.0,1.0,1.32,2.0,4.0,0.0
2,1.0,4.0,1.0,5.0,22.4,4.7,49.7,13.7,5.0,11.0,1.0,1.0,1.32,2.0,4.0,0.0
3,1.0,4.0,1.0,5.0,22.4,4.7,71.3,14.4,5.0,11.0,1.0,1.0,1.32,2.0,4.0,0.0
1775,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,10.0,1.0,1.0,1.16,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,63.2,14.9,5.0,10.0,1.0,1.0,1.16,2.0,4.0,0.0
1,4.0,4.0,1.0,2.0,20.8,4.2,53.3,17.0,5.0,10.0,1.0,1.0,1.16,2.0,4.0,0.0
2,4.0,4.0,1.0,2.0,20.8,4.2,47.9,14.2,5.0,10.0,1.0,1.0,1.16,2.0,4.0,0.0
3,4.0,4.0,1.0,2.0,20.8,4.2,45.7,16.5,5.0,10.0,1.0,1.0,1.16,2.0,4.0,0.0
18,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,9.0,1.0,0.0,1.43,2.0,4.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,62.8,17.2,3.0,9.0,1.0,0.0,1.43,2.0,4.0,0.0
1,1.0,1.0,0.0,3.0,22.2,5.1,71.9,15.0,3.0,9.0,1.0,0.0,1.43,2.0,4.0,0.0
2,1.0,1.0,0.0,3.0,22.2,5.1,64.4,14.5,3.0,9.0,1.0,0.0,1.43,2.0,4.0,0.0
3,1.0,1.0,0.0,3.0,22.2,5.1,54.0,14.5,3.0,9.0,1.0,0.0,1.43,2.0,4.0,0.0
311,4.0,1.0,0.0,3.0,22.9,6.6,58.2,14.1,3.0,8.0,0.0,0.0,1.21,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,67.4,14.1,3.0,8.0,0.0,0.0,1.21,2.0,4.0,0.0
1,4.0,1.0,0.0,3.0,22.9,6.6,64.1,16.4,3.0,8.0,0.0,0.0,1.21,2.0,4.0,0.0
2,4.0,1.0,0.0,3.0,22.9,6.6,64.3,14.1,3.0,8.0,0.0,0.0,1.21,2.0,4.0,0.0
3,4.0,1.0,0.0,3.0,22.9,6.6,71.5,14.1,3.0,8.0,0.0,0.0,1.21,2.0,4.0,0.0
1461,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,5.0,10.0,1.0,1.0,1.3,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,68.1,16.7,5.0,10.0,1.0,1.0,1.3,2.0,4.0,0.0
1,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.4,5.0,10.0,1.0,1.0,1.3,2.0,4.0,0.0
2,1.0,4.0,1.0,5.0,22.4,4.7,51.6,14.3,5.0,10.0,1.0,1.0,1.3,2.0,4.0,0.0
3,1.0,4.0,1.0,5.0,22.4,4.7,48.5,13.1,5.0,10.0,1.0,1.0,1.3,2.0,4.0,0.0
1319,4.0,3.0,1.0,2.0,17.6,8.4,62.2,14.0,4.0,10.0,0.0,1.0,1.49,2.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,58.7,14.0,4.0,10.0,0.0,1.0,1.49,2.0,4.0,0.0
1,4.0,3.0,1.0,2.0,17.6,8.4,51.2,17.4,4.0,10.0,0.0,1.0,1.49,2.0,4.0,0.0
2,4.0,3.0,1.0,2.0,17.6,8.4,59.9,13.2,4.0,10.0,0.0,1.0,1.49,2.0,4.0,0.0
3,4.0,3.0,1.0,2.0,17.6,8.4,73.1,13.1,4.0,10.0,0.0,1.0,1.49,2.0,4.0,0.0
507,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,5.0,10.0,0.0,0.0,1.04,2.0,4.0,
0,5.0,1.0,0.0,3.0,24.2,6.0,64.6,15.6,5.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
1,5.0,1.0,0.0,3.0,24.2,6.0,47.6,13.3,5.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
2,5.0,1.0,0.0,3.0,24.2,6.0,65.5,13.0,5.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
3,5.0,1.0,0.0,3.0,24.2,6.0,71.7,16.2,5.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
1912,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,3.0,10.0,1.0,1.0,1.55,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,55.0,13.9,3.0,10.0,1.0,1.0,1.55,2.0,4.0,0.0
1,1.0,5.0,1.0,3.0,20.8,4.2,46.7,13.6,3.0,10.0,1.0,1.0,1.55,2.0,4.0,0.0
2,1.0,5.0,1.0,3.0,20.8,4.2,68.4,13.9,3.0,10.0,1.0,1.0,1.55,2.0,4.0,0.0
3,1.0,5.0,1.0,3.0,20.8,4.2,46.8,12.8,3.0,10.0,1.0,1.0,1.55,2.0,4.0,0.0
610,2.0,2.0,1.0,1.0,22.2,5.2,63.8,14.6,3.0,8.0,0.0,1.0,1.55,2.0,1.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,74.7,14.6,3.0,8.0,0.0,1.0,1.55,2.0,1.0,0.0
1,2.0,2.0,1.0,1.0,22.2,5.2,48.5,16.9,3.0,8.0,0.0,1.0,1.55,2.0,1.0,0.0
2,2.0,2.0,1.0,1.0,22.2,5.2,63.7,17.5,3.0,8.0,0.0,1.0,1.55,2.0,1.0,0.0
3,2.0,2.0,1.0,1.0,22.2,5.2,66.6,14.6,3.0,8.0,0.0,1.0,1.55,2.0,1.0,0.0
1985,2.0,5.0,1.0,3.0,20.6,4.6,59.0,13.9,3.0,9.0,0.0,0.0,1.43,2.0,4.0,
0,2.0,5.0,1.0,3.0,20.6,4.6,44.6,14.7,3.0,9.0,0.0,0.0,1.43,2.0,4.0,0.0
1,2.0,5.0,1.0,3.0,20.6,4.6,71.9,16.6,3.0,9.0,0.0,0.0,1.43,2.0,4.0,0.0
2,2.0,5.0,1.0,3.0,20.6,4.6,56.0,16.9,3.0,9.0,0.0,0.0,1.43,2.0,4.0,0.0
3,2.0,5.0,1.0,3.0,20.6,4.6,54.7,13.9,3.0,9.0,0.0,0.0,1.43,2.0,4.0,0.0
265,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,10.0,1.0,0.0,1.43,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,44.6,16.7,4.0,10.0,1.0,0.0,1.43,2.0,4.0,0.0
1,3.0,1.0,0.0,3.0,22.2,5.2,45.5,14.3,4.0,10.0,1.0,0.0,1.43,2.0,4.0,0.0
2,3.0,1.0,0.0,3.0,22.2,5.2,69.3,14.4,4.0,10.0,1.0,0.0,1.43,2.0,4.0,0.0
3,3.0,1.0,0.0,3.0,22.2,5.2,51.0,15.0,4.0,10.0,1.0,0.0,1.43,2.0,4.0,0.0
234,3.0,1.0,0.0,3.0,22.2,5.2,60.4,13.8,3.0,10.0,1.0,0.0,1.21,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,58.7,15.1,3.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
1,3.0,1.0,0.0,3.0,22.2,5.2,45.3,17.1,3.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
2,3.0,1.0,0.0,3.0,22.2,5.2,49.0,14.9,3.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
3,3.0,1.0,0.0,3.0,22.2,5.2,72.0,13.3,3.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
1966,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,1.0,1.0,1.55,2.0,4.0,
0,1.0,5.0,1.0,4.0,20.8,4.2,46.2,13.2,5.0,11.0,1.0,1.0,1.55,2.0,4.0,0.0
1356,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,10.0,1.0,1.0,1.11,2.0,2.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,60.8,13.0,5.0,10.0,1.0,1.0,1.11,2.0,2.0,0.0
1,4.0,3.0,1.0,2.0,17.6,8.4,59.3,13.4,5.0,10.0,1.0,1.0,1.11,2.0,2.0,0.0
2,4.0,3.0,1.0,2.0,17.6,8.4,52.8,13.1,5.0,10.0,1.0,1.0,1.11,2.0,2.0,0.0
3,4.0,3.0,1.0,2.0,17.6,8.4,58.3,14.9,5.0,10.0,1.0,1.0,1.11,2.0,2.0,0.0
1956,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,0.0,1.0,1.71,2.0,4.0,
0,1.0,5.0,1.0,4.0,20.8,4.2,51.1,14.3,5.0,11.0,0.0,1.0,1.71,2.0,4.0,0.0
1,1.0,5.0,1.0,4.0,20.8,4.2,60.4,15.0,5.0,11.0,0.0,1.0,1.71,2.0,4.0,0.0
2,1.0,5.0,1.0,4.0,20.8,4.2,67.0,15.1,5.0,11.0,0.0,1.0,1.71,2.0,4.0,0.0
3,1.0,5.0,1.0,4.0,20.8,4.2,65.3,16.8,5.0,11.0,0.0,1.0,1.71,2.0,4.0,0.0
722,3.0,2.0,1.0,1.0,22.9,6.6,57.2,15.0,3.0,10.0,1.0,1.0,1.72,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,66.6,17.2,3.0,10.0,1.0,1.0,1.72,2.0,4.0,0.0
1,3.0,2.0,1.0,1.0,22.9,6.6,54.2,17.0,3.0,10.0,1.0,1.0,1.72,2.0,4.0,0.0
2,3.0,2.0,1.0,1.0,22.9,6.6,61.0,16.0,3.0,10.0,1.0,1.0,1.72,2.0,4.0,0.0
3,3.0,2.0,1.0,1.0,22.9,6.6,63.8,15.0,3.0,10.0,1.0,1.0,1.72,2.0,4.0,0.0
149,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,4.0,9.0,0.0,0.0,1.57,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,66.6,16.6,4.0,9.0,0.0,0.0,1.57,2.0,4.0,0.0
1,2.0,1.0,0.0,5.0,20.5,5.0,49.5,15.1,4.0,9.0,0.0,0.0,1.57,2.0,4.0,0.0
2,2.0,1.0,0.0,5.0,20.5,5.0,67.3,14.6,4.0,9.0,0.0,0.0,1.57,2.0,4.0,0.0
3,2.0,1.0,0.0,5.0,20.5,5.0,74.8,17.4,4.0,9.0,0.0,0.0,1.57,2.0,4.0,0.0
28,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,4.0,10.0,1.0,0.0,1.26,2.0,4.0,
0,1.0,1.0,0.0,4.0,22.2,5.1,63.6,16.7,4.0,10.0,1.0,0.0,1.26,2.0,4.0,0.0
1,1.0,1.0,0.0,4.0,22.2,5.1,51.6,17.5,4.0,10.0,1.0,0.0,1.26,2.0,4.0,0.0
2,1.0,1.0,0.0,4.0,22.2,5.1,74.6,17.5,4.0,10.0,1.0,0.0,1.26,2.0,4.0,0.0
3,1.0,1.0,0.0,4.0,22.2,5.1,52.3,17.5,4.0,10.0,1.0,0.0,1.26,2.0,4.0,0.0
1221,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,12.0,1.0,1.0,1.55,3.0,1.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,75.1,16.8,5.0,12.0,1.0,1.0,1.55,3.0,1.0,0.0
1,3.0,3.0,1.0,2.0,21.2,5.6,46.0,14.0,5.0,12.0,1.0,1.0,1.55,3.0,1.0,0.0
2,3.0,3.0,1.0,2.0,21.2,5.6,44.9,17.4,5.0,12.0,1.0,1.0,1.55,3.0,1.0,0.0
3,3.0,3.0,1.0,2.0,21.2,5.6,74.2,17.5,5.0,12.0,1.0,1.0,1.55,3.0,1.0,0.0
1752,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,9.0,1.0,0.0,1.26,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,71.7,13.2,4.0,9.0,1.0,0.0,1.26,2.0,4.0,0.0
1,4.0,4.0,1.0,1.0,20.8,4.2,48.2,15.1,4.0,9.0,1.0,0.0,1.26,2.0,4.0,0.0
2,4.0,4.0,1.0,1.0,20.8,4.2,60.4,13.2,4.0,9.0,1.0,0.0,1.26,2.0,4.0,0.0
3,4.0,4.0,1.0,1.0,20.8,4.2,73.2,13.1,4.0,9.0,1.0,0.0,1.26,2.0,4.0,0.0
77,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,1.0,1.0,0.0,6.0,22.2,5.1,45.5,16.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
1,1.0,1.0,0.0,6.0,22.2,5.1,47.6,16.7,5.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
2,1.0,1.0,0.0,6.0,22.2,5.1,49.9,16.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
3,1.0,1.0,0.0,6.0,22.2,5.1,45.8,17.3,5.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
655,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,4.0,10.0,0.0,1.0,1.6,1.0,4.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,56.7,13.1,4.0,10.0,0.0,1.0,1.6,1.0,4.0,0.0
1,2.0,2.0,1.0,1.0,22.2,5.2,74.6,13.5,4.0,10.0,0.0,1.0,1.6,1.0,4.0,0.0
2,2.0,2.0,1.0,1.0,22.2,5.2,64.4,14.3,4.0,10.0,0.0,1.0,1.6,1.0,4.0,0.0
3,2.0,2.0,1.0,1.0,22.2,5.2,68.2,17.2,4.0,10.0,0.0,1.0,1.6,1.0,4.0,0.0
1900,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.2,3.0,9.0,0.0,1.0,1.74,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,51.3,14.2,3.0,9.0,0.0,1.0,1.74,2.0,4.0,0.0
1,1.0,5.0,1.0,3.0,20.8,4.2,55.5,14.2,3.0,9.0,0.0,1.0,1.74,2.0,4.0,0.0
2,1.0,5.0,1.0,3.0,20.8,4.2,64.5,13.2,3.0,9.0,0.0,1.0,1.74,2.0,4.0,0.0
3,1.0,5.0,1.0,3.0,20.8,4.2,60.7,13.0,3.0,9.0,0.0,1.0,1.74,2.0,4.0,0.0
2007,2.0,5.0,1.0,3.0,20.6,4.6,56.7,14.1,4.0,9.0,1.0,0.0,1.26,2.0,4.0,
0,2.0,5.0,1.0,3.0,20.6,4.6,63.0,14.7,4.0,9.0,1.0,0.0,1.26,2.0,4.0,0.0
1,2.0,5.0,1.0,3.0,20.6,4.6,69.3,15.4,4.0,9.0,1.0,0.0,1.26,2.0,4.0,0.0
2,2.0,5.0,1.0,3.0,20.6,4.6,54.2,14.1,4.0,9.0,1.0,0.0,1.26,2.0,4.0,0.0
3,2.0,5.0,1.0,3.0,20.6,4.6,55.2,14.1,4.0,9.0,1.0,0.0,1.26,2.0,4.0,0.0
1130,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,3.0,8.0,1.0,1.0,1.35,2.0,4.0,
0,3.0,3.0,1.0,1.0,21.2,5.6,73.2,14.0,3.0,8.0,1.0,1.0,1.35,2.0,4.0,0.0
1,3.0,3.0,1.0,1.0,21.2,5.6,44.9,14.0,3.0,8.0,1.0,1.0,1.35,2.0,4.0,0.0
2,3.0,3.0,1.0,1.0,21.2,5.6,65.6,17.3,3.0,8.0,1.0,1.0,1.35,2.0,4.0,0.0
3,3.0,3.0,1.0,1.0,21.2,5.6,62.7,14.3,3.0,8.0,1.0,1.0,1.35,2.0,4.0,0.0
394,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,4.0,9.0,0.0,0.0,1.57,1.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,44.9,14.0,4.0,9.0,0.0,0.0,1.57,1.0,4.0,0.0
1,4.0,1.0,0.0,3.0,22.9,6.6,44.5,17.0,4.0,9.0,0.0,0.0,1.57,1.0,4.0,0.0
2,4.0,1.0,0.0,3.0,22.9,6.6,48.8,14.9,4.0,9.0,0.0,0.0,1.57,1.0,4.0,0.0
3,4.0,1.0,0.0,3.0,22.9,6.6,72.7,14.4,4.0,9.0,0.0,0.0,1.57,1.0,4.0,0.0
1733,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,9.0,0.0,0.0,1.4,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,65.1,12.9,4.0,9.0,0.0,0.0,1.4,2.0,4.0,0.0
1,4.0,4.0,1.0,1.0,20.8,4.2,46.0,15.8,4.0,9.0,0.0,0.0,1.4,2.0,4.0,0.0
2,4.0,4.0,1.0,1.0,20.8,4.2,59.6,15.6,4.0,9.0,0.0,0.0,1.4,2.0,4.0,0.0
3,4.0,4.0,1.0,1.0,20.8,4.2,57.5,12.9,4.0,9.0,0.0,0.0,1.4,2.0,4.0,0.0
1239,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,10.0,0.0,1.0,1.33,2.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,47.5,15.7,5.0,10.0,0.0,1.0,1.33,2.0,4.0,0.0
1,3.0,3.0,1.0,2.0,21.2,5.6,67.3,14.0,5.0,10.0,0.0,1.0,1.33,2.0,4.0,0.0
2,3.0,3.0,1.0,2.0,21.2,5.6,62.7,15.1,5.0,10.0,0.0,1.0,1.33,2.0,4.0,0.0
3,3.0,3.0,1.0,2.0,21.2,5.6,55.7,14.0,5.0,10.0,0.0,1.0,1.33,2.0,4.0,0.0
1097,2.0,3.0,1.0,2.0,18.4,8.2,68.3,12.8,5.0,10.0,0.0,1.0,1.55,2.0,4.0,
0,2.0,3.0,1.0,2.0,18.4,8.2,68.3,13.2,5.0,10.0,0.0,1.0,1.55,2.0,4.0,0.0
1,2.0,3.0,1.0,2.0,18.4,8.2,54.3,15.8,5.0,10.0,0.0,1.0,1.55,2.0,4.0,0.0
2,2.0,3.0,1.0,2.0,18.4,8.2,53.4,12.8,5.0,10.0,0.0,1.0,1.55,2.0,4.0,0.0
3,2.0,3.0,1.0,2.0,18.4,8.2,68.3,14.6,5.0,10.0,0.0,1.0,1.55,2.0,4.0,0.0
901,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,4.0,11.0,0.0,1.0,1.21,2.0,4.0,
0,1.0,3.0,1.0,2.0,22.4,10.1,63.7,17.0,4.0,11.0,0.0,1.0,1.21,2.0,4.0,0.0
1,1.0,3.0,1.0,2.0,22.4,10.1,60.9,13.6,4.0,11.0,0.0,1.0,1.21,2.0,4.0,0.0
2,1.0,3.0,1.0,2.0,22.4,10.1,66.7,16.8,4.0,11.0,0.0,1.0,1.21,2.0,4.0,0.0
3,1.0,3.0,1.0,2.0,22.4,10.1,68.7,12.8,4.0,11.0,0.0,1.0,1.21,2.0,4.0,0.0
