Index,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Grade,Age,Gender,FormalClothing,TotalCLOwithChair,SwC,MC,TCV
947,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,5.0,11.0,0.0,1.0,1.72,2.0,4.0,
0,1.0,3.0,1.0,3.0,22.4,10.1,67.0,15.9,5.0,11.0,0.0,1.0,1.72,2.0,4.0,2.0
1,1.0,3.0,1.0,3.0,22.4,10.1,60.7,16.9,5.0,11.0,0.0,1.0,1.72,2.0,4.0,2.0
2,1.0,3.0,1.0,3.0,22.4,10.1,75.2,17.0,5.0,11.0,0.0,1.0,1.72,2.0,4.0,2.0
3,1.0,3.0,1.0,3.0,22.4,10.1,51.4,14.9,5.0,11.0,0.0,1.0,1.72,2.0,4.0,2.0
290,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,5.0,13.0,0.0,0.0,1.04,2.0,4.0,
0,3.0,1.0,0.0,4.0,22.2,5.2,67.4,15.6,5.0,13.0,0.0,0.0,1.04,2.0,4.0,2.0
1,3.0,1.0,0.0,4.0,22.2,5.2,54.0,14.9,5.0,13.0,0.0,0.0,1.04,2.0,4.0,2.0
2,3.0,1.0,0.0,4.0,22.2,5.2,53.0,13.8,5.0,13.0,0.0,0.0,1.04,2.0,4.0,2.0
3,3.0,1.0,0.0,4.0,22.2,5.2,56.1,16.5,5.0,13.0,0.0,0.0,1.04,2.0,4.0,2.0
1785,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,11.0,0.0,1.0,1.55,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,44.9,14.2,5.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
1,4.0,4.0,1.0,2.0,20.8,4.2,57.3,14.2,5.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
2,4.0,4.0,1.0,2.0,20.8,4.2,51.2,13.2,5.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
3,4.0,4.0,1.0,2.0,20.8,4.2,69.3,12.9,5.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
1615,3.0,4.0,1.0,2.0,20.0,8.8,67.4,13.0,4.0,10.0,1.0,0.0,1.21,2.0,4.0,
0,3.0,4.0,1.0,2.0,20.0,8.8,56.2,13.0,4.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
1,3.0,4.0,1.0,2.0,20.0,8.8,66.8,14.1,4.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
2,3.0,4.0,1.0,2.0,20.0,8.8,70.8,13.0,4.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
3,3.0,4.0,1.0,2.0,20.0,8.8,65.5,13.0,4.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
462,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.1,3.0,9.0,0.0,0.0,1.12,1.0,4.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,73.0,17.3,3.0,9.0,0.0,0.0,1.12,1.0,4.0,2.0
1,5.0,1.0,0.0,2.0,24.2,6.0,58.9,17.3,3.0,9.0,0.0,0.0,1.12,1.0,4.0,2.0
2,5.0,1.0,0.0,2.0,24.2,6.0,46.7,13.8,3.0,9.0,0.0,0.0,1.12,1.0,4.0,2.0
3,5.0,1.0,0.0,2.0,24.2,6.0,70.7,16.5,3.0,9.0,0.0,0.0,1.12,1.0,4.0,2.0
1413,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,4.0,9.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,4.0,1.0,4.0,22.4,4.7,65.4,14.4,4.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
1,1.0,4.0,1.0,4.0,22.4,4.7,64.6,16.7,4.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
2,1.0,4.0,1.0,4.0,22.4,4.7,74.4,14.4,4.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
3,1.0,4.0,1.0,4.0,22.4,4.7,70.2,13.3,4.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
881,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,3.0,9.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,3.0,1.0,1.0,22.4,10.1,74.8,13.2,3.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
1,1.0,3.0,1.0,1.0,22.4,10.1,74.8,16.7,3.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
2,1.0,3.0,1.0,1.0,22.4,10.1,64.7,16.7,3.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
3,1.0,3.0,1.0,1.0,22.4,10.1,75.6,13.4,3.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
447,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,3.0,10.0,0.0,0.0,1.04,2.0,4.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,50.2,15.1,3.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
1,5.0,1.0,0.0,2.0,24.2,6.0,54.7,15.1,3.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
2,5.0,1.0,0.0,2.0,24.2,6.0,60.4,16.8,3.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
3,5.0,1.0,0.0,2.0,24.2,6.0,55.0,15.1,3.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
19,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,8.0,1.0,0.0,1.07,2.0,4.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,48.2,14.5,3.0,8.0,1.0,0.0,1.07,2.0,4.0,2.0
1,1.0,1.0,0.0,3.0,22.2,5.1,73.4,14.5,3.0,8.0,1.0,0.0,1.07,2.0,4.0,2.0
2,1.0,1.0,0.0,3.0,22.2,5.1,62.1,14.5,3.0,8.0,1.0,0.0,1.07,2.0,4.0,2.0
3,1.0,1.0,0.0,3.0,22.2,5.1,47.8,14.5,3.0,8.0,1.0,0.0,1.07,2.0,4.0,2.0
1541,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,4.0,8.0,1.0,1.0,1.55,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,65.2,15.1,4.0,8.0,1.0,1.0,1.55,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,53.2,13.5,4.0,8.0,1.0,1.0,1.55,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,49.3,13.9,4.0,8.0,1.0,1.0,1.55,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,55.1,15.7,4.0,8.0,1.0,1.0,1.55,2.0,4.0,2.0
1286,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,3.0,9.0,1.0,1.0,1.33,2.0,4.0,
0,4.0,3.0,1.0,1.0,17.6,8.4,73.6,16.0,3.0,9.0,1.0,1.0,1.33,2.0,4.0,2.0
1,4.0,3.0,1.0,1.0,17.6,8.4,68.8,17.0,3.0,9.0,1.0,1.0,1.33,2.0,4.0,2.0
2,4.0,3.0,1.0,1.0,17.6,8.4,71.7,16.9,3.0,9.0,1.0,1.0,1.33,2.0,4.0,2.0
3,4.0,3.0,1.0,1.0,17.6,8.4,69.5,17.4,3.0,9.0,1.0,1.0,1.33,2.0,4.0,2.0
318,4.0,1.0,0.0,3.0,22.9,6.6,60.3,14.0,3.0,9.0,1.0,0.0,1.43,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,68.0,17.3,3.0,9.0,1.0,0.0,1.43,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,56.0,16.4,3.0,9.0,1.0,0.0,1.43,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,60.3,13.2,3.0,9.0,1.0,0.0,1.43,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,73.5,17.3,3.0,9.0,1.0,0.0,1.43,2.0,4.0,2.0
840,4.0,2.0,1.0,1.0,24.2,6.0,59.9,15.4,4.0,10.0,1.0,1.0,1.13,2.0,4.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,73.7,14.3,4.0,10.0,1.0,1.0,1.13,2.0,4.0,2.0
1,4.0,2.0,1.0,1.0,24.2,6.0,47.1,17.2,4.0,10.0,1.0,1.0,1.13,2.0,4.0,2.0
2,4.0,2.0,1.0,1.0,24.2,6.0,56.1,17.3,4.0,10.0,1.0,1.0,1.13,2.0,4.0,2.0
3,4.0,2.0,1.0,1.0,24.2,6.0,69.2,13.8,4.0,10.0,1.0,1.0,1.13,2.0,4.0,2.0
1445,1.0,4.0,1.0,5.0,22.4,4.7,68.1,14.4,5.0,11.0,1.0,1.0,1.32,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,63.5,14.6,5.0,11.0,1.0,1.0,1.32,2.0,4.0,2.0
1,1.0,4.0,1.0,5.0,22.4,4.7,48.5,14.4,5.0,11.0,1.0,1.0,1.32,2.0,4.0,2.0
2,1.0,4.0,1.0,5.0,22.4,4.7,57.6,13.8,5.0,11.0,1.0,1.0,1.32,2.0,4.0,2.0
3,1.0,4.0,1.0,5.0,22.4,4.7,64.0,17.2,5.0,11.0,1.0,1.0,1.32,2.0,4.0,2.0
1775,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,10.0,1.0,1.0,1.16,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,56.5,14.2,5.0,10.0,1.0,1.0,1.16,2.0,4.0,2.0
1,4.0,4.0,1.0,2.0,20.8,4.2,63.0,14.2,5.0,10.0,1.0,1.0,1.16,2.0,4.0,2.0
2,4.0,4.0,1.0,2.0,20.8,4.2,73.7,13.4,5.0,10.0,1.0,1.0,1.16,2.0,4.0,2.0
3,4.0,4.0,1.0,2.0,20.8,4.2,53.6,14.2,5.0,10.0,1.0,1.0,1.16,2.0,4.0,2.0
18,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,9.0,1.0,0.0,1.43,2.0,4.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,62.3,17.3,3.0,9.0,1.0,0.0,1.43,2.0,4.0,2.0
1,1.0,1.0,0.0,3.0,22.2,5.1,64.5,17.4,3.0,9.0,1.0,0.0,1.43,2.0,4.0,2.0
2,1.0,1.0,0.0,3.0,22.2,5.1,61.6,14.5,3.0,9.0,1.0,0.0,1.43,2.0,4.0,2.0
3,1.0,1.0,0.0,3.0,22.2,5.1,60.0,15.6,3.0,9.0,1.0,0.0,1.43,2.0,4.0,2.0
311,4.0,1.0,0.0,3.0,22.9,6.6,58.2,14.1,3.0,8.0,0.0,0.0,1.21,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,54.9,14.1,3.0,8.0,0.0,0.0,1.21,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,44.7,14.1,3.0,8.0,0.0,0.0,1.21,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,65.7,17.3,3.0,8.0,0.0,0.0,1.21,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,57.7,14.1,3.0,8.0,0.0,0.0,1.21,2.0,4.0,2.0
1461,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,5.0,10.0,1.0,1.0,1.3,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,63.7,17.1,5.0,10.0,1.0,1.0,1.3,2.0,4.0,2.0
1,1.0,4.0,1.0,5.0,22.4,4.7,53.7,16.3,5.0,10.0,1.0,1.0,1.3,2.0,4.0,2.0
2,1.0,4.0,1.0,5.0,22.4,4.7,75.2,15.1,5.0,10.0,1.0,1.0,1.3,2.0,4.0,2.0
3,1.0,4.0,1.0,5.0,22.4,4.7,48.7,16.0,5.0,10.0,1.0,1.0,1.3,2.0,4.0,2.0
1319,4.0,3.0,1.0,2.0,17.6,8.4,62.2,14.0,4.0,10.0,0.0,1.0,1.49,2.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,67.8,14.0,4.0,10.0,0.0,1.0,1.49,2.0,4.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,71.1,16.5,4.0,10.0,0.0,1.0,1.49,2.0,4.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,57.4,16.2,4.0,10.0,0.0,1.0,1.49,2.0,4.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,62.2,13.3,4.0,10.0,0.0,1.0,1.49,2.0,4.0,2.0
507,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,5.0,10.0,0.0,0.0,1.04,2.0,4.0,
0,5.0,1.0,0.0,3.0,24.2,6.0,50.4,13.0,5.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
1,5.0,1.0,0.0,3.0,24.2,6.0,50.1,14.8,5.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
2,5.0,1.0,0.0,3.0,24.2,6.0,73.9,15.6,5.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
3,5.0,1.0,0.0,3.0,24.2,6.0,45.2,14.4,5.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
1912,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,3.0,10.0,1.0,1.0,1.55,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,56.1,16.7,3.0,10.0,1.0,1.0,1.55,2.0,4.0,2.0
1,1.0,5.0,1.0,3.0,20.8,4.2,70.6,14.9,3.0,10.0,1.0,1.0,1.55,2.0,4.0,2.0
2,1.0,5.0,1.0,3.0,20.8,4.2,68.3,17.5,3.0,10.0,1.0,1.0,1.55,2.0,4.0,2.0
3,1.0,5.0,1.0,3.0,20.8,4.2,60.0,14.9,3.0,10.0,1.0,1.0,1.55,2.0,4.0,2.0
610,2.0,2.0,1.0,1.0,22.2,5.2,63.8,14.6,3.0,8.0,0.0,1.0,1.55,2.0,1.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,63.8,15.7,3.0,8.0,0.0,1.0,1.55,2.0,1.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,66.5,17.1,3.0,8.0,0.0,1.0,1.55,2.0,1.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,63.8,16.3,3.0,8.0,0.0,1.0,1.55,2.0,1.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,54.8,16.8,3.0,8.0,0.0,1.0,1.55,2.0,1.0,2.0
1985,2.0,5.0,1.0,3.0,20.6,4.6,59.0,13.9,3.0,9.0,0.0,0.0,1.43,2.0,4.0,
0,2.0,5.0,1.0,3.0,20.6,4.6,49.1,13.9,3.0,9.0,0.0,0.0,1.43,2.0,4.0,2.0
1,2.0,5.0,1.0,3.0,20.6,4.6,55.8,13.9,3.0,9.0,0.0,0.0,1.43,2.0,4.0,2.0
2,2.0,5.0,1.0,3.0,20.6,4.6,55.8,15.8,3.0,9.0,0.0,0.0,1.43,2.0,4.0,2.0
3,2.0,5.0,1.0,3.0,20.6,4.6,54.6,17.5,3.0,9.0,0.0,0.0,1.43,2.0,4.0,2.0
265,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,10.0,1.0,0.0,1.43,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,58.2,14.4,4.0,10.0,1.0,0.0,1.43,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,55.5,14.3,4.0,10.0,1.0,0.0,1.43,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,66.2,16.4,4.0,10.0,1.0,0.0,1.43,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,64.7,13.4,4.0,10.0,1.0,0.0,1.43,2.0,4.0,2.0
234,3.0,1.0,0.0,3.0,22.2,5.2,60.4,13.8,3.0,10.0,1.0,0.0,1.21,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,56.9,13.0,3.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,60.5,16.2,3.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,71.2,12.8,3.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,64.2,14.1,3.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
1966,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,1.0,1.0,1.55,2.0,4.0,
0,1.0,5.0,1.0,4.0,20.8,4.2,54.6,16.4,5.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
1,1.0,5.0,1.0,4.0,20.8,4.2,48.5,16.8,5.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
2,1.0,5.0,1.0,4.0,20.8,4.2,68.6,15.1,5.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
3,1.0,5.0,1.0,4.0,20.8,4.2,67.4,17.5,5.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
1356,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,10.0,1.0,1.0,1.11,2.0,2.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,61.5,14.7,5.0,10.0,1.0,1.0,1.11,2.0,2.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,62.2,13.4,5.0,10.0,1.0,1.0,1.11,2.0,2.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,55.6,16.1,5.0,10.0,1.0,1.0,1.11,2.0,2.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.7,5.0,10.0,1.0,1.0,1.11,2.0,2.0,2.0
1956,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,0.0,1.0,1.71,2.0,4.0,
0,1.0,5.0,1.0,4.0,20.8,4.2,64.2,16.9,5.0,11.0,0.0,1.0,1.71,2.0,4.0,2.0
1,1.0,5.0,1.0,4.0,20.8,4.2,53.5,16.6,5.0,11.0,0.0,1.0,1.71,2.0,4.0,2.0
2,1.0,5.0,1.0,4.0,20.8,4.2,50.8,16.7,5.0,11.0,0.0,1.0,1.71,2.0,4.0,2.0
3,1.0,5.0,1.0,4.0,20.8,4.2,73.6,15.1,5.0,11.0,0.0,1.0,1.71,2.0,4.0,2.0
722,3.0,2.0,1.0,1.0,22.9,6.6,57.2,15.0,3.0,10.0,1.0,1.0,1.72,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,57.2,17.1,3.0,10.0,1.0,1.0,1.72,2.0,4.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,73.5,14.1,3.0,10.0,1.0,1.0,1.72,2.0,4.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,58.3,15.0,3.0,10.0,1.0,1.0,1.72,2.0,4.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,61.1,17.6,3.0,10.0,1.0,1.0,1.72,2.0,4.0,2.0
149,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,4.0,9.0,0.0,0.0,1.57,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,67.0,16.3,4.0,9.0,0.0,0.0,1.57,2.0,4.0,2.0
1,2.0,1.0,0.0,5.0,20.5,5.0,65.8,14.9,4.0,9.0,0.0,0.0,1.57,2.0,4.0,2.0
2,2.0,1.0,0.0,5.0,20.5,5.0,68.9,15.1,4.0,9.0,0.0,0.0,1.57,2.0,4.0,2.0
3,2.0,1.0,0.0,5.0,20.5,5.0,74.0,15.1,4.0,9.0,0.0,0.0,1.57,2.0,4.0,2.0
28,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,4.0,10.0,1.0,0.0,1.26,2.0,4.0,
0,1.0,1.0,0.0,4.0,22.2,5.1,73.1,16.9,4.0,10.0,1.0,0.0,1.26,2.0,4.0,2.0
1,1.0,1.0,0.0,4.0,22.2,5.1,75.1,13.4,4.0,10.0,1.0,0.0,1.26,2.0,4.0,2.0
2,1.0,1.0,0.0,4.0,22.2,5.1,64.6,14.6,4.0,10.0,1.0,0.0,1.26,2.0,4.0,2.0
3,1.0,1.0,0.0,4.0,22.2,5.1,67.6,15.3,4.0,10.0,1.0,0.0,1.26,2.0,4.0,2.0
1221,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,12.0,1.0,1.0,1.55,3.0,1.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,69.5,14.0,5.0,12.0,1.0,1.0,1.55,3.0,1.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,49.4,14.0,5.0,12.0,1.0,1.0,1.55,3.0,1.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,60.3,16.3,5.0,12.0,1.0,1.0,1.55,3.0,1.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,61.3,14.1,5.0,12.0,1.0,1.0,1.55,3.0,1.0,2.0
1752,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,9.0,1.0,0.0,1.26,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,48.2,14.5,4.0,9.0,1.0,0.0,1.26,2.0,4.0,2.0
1,4.0,4.0,1.0,1.0,20.8,4.2,56.8,15.8,4.0,9.0,1.0,0.0,1.26,2.0,4.0,2.0
2,4.0,4.0,1.0,1.0,20.8,4.2,62.1,16.9,4.0,9.0,1.0,0.0,1.26,2.0,4.0,2.0
3,4.0,4.0,1.0,1.0,20.8,4.2,75.6,16.1,4.0,9.0,1.0,0.0,1.26,2.0,4.0,2.0
77,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,1.0,1.0,0.0,6.0,22.2,5.1,63.9,14.5,5.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
1,1.0,1.0,0.0,6.0,22.2,5.1,75.0,16.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
2,1.0,1.0,0.0,6.0,22.2,5.1,47.8,15.0,5.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
3,1.0,1.0,0.0,6.0,22.2,5.1,52.0,16.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
655,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,4.0,10.0,0.0,1.0,1.6,1.0,4.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,46.6,13.5,4.0,10.0,0.0,1.0,1.6,1.0,4.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,68.9,13.5,4.0,10.0,0.0,1.0,1.6,1.0,4.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,46.3,15.5,4.0,10.0,0.0,1.0,1.6,1.0,4.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.8,4.0,10.0,0.0,1.0,1.6,1.0,4.0,2.0
1900,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.2,3.0,9.0,0.0,1.0,1.74,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,45.7,14.2,3.0,9.0,0.0,1.0,1.74,2.0,4.0,2.0
1,1.0,5.0,1.0,3.0,20.8,4.2,61.5,14.2,3.0,9.0,0.0,1.0,1.74,2.0,4.0,2.0
2,1.0,5.0,1.0,3.0,20.8,4.2,71.6,14.2,3.0,9.0,0.0,1.0,1.74,2.0,4.0,2.0
3,1.0,5.0,1.0,3.0,20.8,4.2,68.3,14.2,3.0,9.0,0.0,1.0,1.74,2.0,4.0,2.0
2007,2.0,5.0,1.0,3.0,20.6,4.6,56.7,14.1,4.0,9.0,1.0,0.0,1.26,2.0,4.0,
0,2.0,5.0,1.0,3.0,20.6,4.6,64.6,14.8,4.0,9.0,1.0,0.0,1.26,2.0,4.0,2.0
1,2.0,5.0,1.0,3.0,20.6,4.6,69.4,14.1,4.0,9.0,1.0,0.0,1.26,2.0,4.0,2.0
2,2.0,5.0,1.0,3.0,20.6,4.6,61.4,14.3,4.0,9.0,1.0,0.0,1.26,2.0,4.0,2.0
3,2.0,5.0,1.0,3.0,20.6,4.6,57.3,14.1,4.0,9.0,1.0,0.0,1.26,2.0,4.0,2.0
1130,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,3.0,8.0,1.0,1.0,1.35,2.0,4.0,
0,3.0,3.0,1.0,1.0,21.2,5.6,53.2,15.4,3.0,8.0,1.0,1.0,1.35,2.0,4.0,2.0
1,3.0,3.0,1.0,1.0,21.2,5.6,58.3,16.6,3.0,8.0,1.0,1.0,1.35,2.0,4.0,2.0
2,3.0,3.0,1.0,1.0,21.2,5.6,62.3,15.0,3.0,8.0,1.0,1.0,1.35,2.0,4.0,2.0
3,3.0,3.0,1.0,1.0,21.2,5.6,58.2,15.0,3.0,8.0,1.0,1.0,1.35,2.0,4.0,2.0
394,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,4.0,9.0,0.0,0.0,1.57,1.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,46.8,14.9,4.0,9.0,0.0,0.0,1.57,1.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,51.9,16.0,4.0,9.0,0.0,0.0,1.57,1.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,71.0,14.0,4.0,9.0,0.0,0.0,1.57,1.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,52.9,17.2,4.0,9.0,0.0,0.0,1.57,1.0,4.0,2.0
1733,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,9.0,0.0,0.0,1.4,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,58.2,13.2,4.0,9.0,0.0,0.0,1.4,2.0,4.0,2.0
1,4.0,4.0,1.0,1.0,20.8,4.2,54.3,13.2,4.0,9.0,0.0,0.0,1.4,2.0,4.0,2.0
2,4.0,4.0,1.0,1.0,20.8,4.2,69.1,14.3,4.0,9.0,0.0,0.0,1.4,2.0,4.0,2.0
3,4.0,4.0,1.0,1.0,20.8,4.2,54.2,13.8,4.0,9.0,0.0,0.0,1.4,2.0,4.0,2.0
1239,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,10.0,0.0,1.0,1.33,2.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,48.4,14.0,5.0,10.0,0.0,1.0,1.33,2.0,4.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,59.9,15.2,5.0,10.0,0.0,1.0,1.33,2.0,4.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,56.5,16.0,5.0,10.0,0.0,1.0,1.33,2.0,4.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,71.4,17.4,5.0,10.0,0.0,1.0,1.33,2.0,4.0,2.0
1097,2.0,3.0,1.0,2.0,18.4,8.2,68.3,12.8,5.0,10.0,0.0,1.0,1.55,2.0,4.0,
0,2.0,3.0,1.0,2.0,18.4,8.2,68.8,14.2,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
1,2.0,3.0,1.0,2.0,18.4,8.2,72.2,17.2,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
2,2.0,3.0,1.0,2.0,18.4,8.2,52.2,15.6,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
3,2.0,3.0,1.0,2.0,18.4,8.2,69.1,12.8,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
901,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,4.0,11.0,0.0,1.0,1.21,2.0,4.0,
0,1.0,3.0,1.0,2.0,22.4,10.1,62.3,13.5,4.0,11.0,0.0,1.0,1.21,2.0,4.0,2.0
