Index,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Age,Gender,FormalClothing,TotalCLOwithChair,SwC,MC,TCV
3,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,6.0,0.0,1.0,1.39,2.0,4.0,2.0
1615,3.0,4.0,1.0,2.0,20.0,8.8,67.4,13.0,10.0,1.0,0.0,1.21,2.0,4.0,
0,3.0,4.0,1.0,2.0,20.0,8.8,67.4,13.0,13.0,1.0,0.0,1.03,2.0,4.0,2.0
1,3.0,4.0,1.0,2.0,20.0,8.8,67.4,13.0,9.0,1.0,0.0,1.02,2.0,4.0,2.0
2,3.0,4.0,1.0,2.0,20.0,8.8,67.4,13.0,10.0,1.0,0.0,1.19,2.0,4.0,2.0
3,3.0,4.0,1.0,2.0,20.0,8.8,67.4,13.0,10.0,1.0,0.0,1.95,2.0,4.0,2.0
462,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.1,9.0,0.0,0.0,1.12,1.0,4.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.1,8.0,0.0,0.0,2.01,1.0,4.0,2.0
1,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.1,9.0,0.0,0.0,0.9,1.0,4.0,2.0
2,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.1,9.0,0.0,0.0,1.31,1.0,4.0,2.0
3,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.1,10.0,0.0,0.0,0.95,1.0,4.0,2.0
1413,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,9.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,6.0,1.0,1.0,1.4,2.0,4.0,2.0
1,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,11.0,1.0,1.0,1.25,2.0,4.0,2.0
2,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,12.0,1.0,1.0,1.16,2.0,4.0,2.0
3,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,13.0,1.0,1.0,2.01,2.0,4.0,2.0
881,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,9.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,7.0,1.0,1.0,1.76,2.0,4.0,2.0
1,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,9.0,1.0,1.0,1.84,2.0,4.0,2.0
2,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,9.0,1.0,1.0,1.91,2.0,4.0,2.0
3,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,8.0,1.0,1.0,2.04,2.0,4.0,2.0
447,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,10.0,0.0,0.0,1.04,2.0,4.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,7.0,0.0,0.0,0.96,2.0,4.0,2.0
1,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,6.0,0.0,0.0,1.97,2.0,4.0,2.0
2,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,10.0,0.0,0.0,1.77,2.0,4.0,2.0
3,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,10.0,0.0,0.0,1.95,2.0,4.0,2.0
19,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,8.0,1.0,0.0,1.07,2.0,4.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,7.0,1.0,0.0,1.98,2.0,4.0,2.0
1,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,8.0,1.0,0.0,1.75,2.0,4.0,2.0
2,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,7.0,1.0,0.0,1.74,2.0,4.0,2.0
3,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,8.0,1.0,0.0,1.33,2.0,4.0,2.0
1541,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,8.0,1.0,1.0,1.55,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,13.0,1.0,1.0,1.09,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,6.0,1.0,1.0,1.64,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,12.0,1.0,1.0,1.06,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,10.0,1.0,1.0,1.16,2.0,4.0,2.0
1286,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,9.0,1.0,1.0,1.33,2.0,4.0,
0,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,9.0,1.0,1.0,1.37,2.0,4.0,2.0
1,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,6.0,1.0,1.0,1.11,2.0,4.0,2.0
2,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,7.0,1.0,1.0,0.91,2.0,4.0,2.0
3,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,12.0,1.0,1.0,0.97,2.0,4.0,2.0
318,4.0,1.0,0.0,3.0,22.9,6.6,60.3,14.0,9.0,1.0,0.0,1.43,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,60.3,14.0,9.0,1.0,0.0,1.93,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,60.3,14.0,10.0,1.0,0.0,1.94,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,60.3,14.0,9.0,1.0,0.0,2.05,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,60.3,14.0,8.0,1.0,0.0,1.84,2.0,4.0,2.0
840,4.0,2.0,1.0,1.0,24.2,6.0,59.9,15.4,10.0,1.0,1.0,1.13,2.0,4.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,59.9,15.4,10.0,1.0,1.0,1.24,2.0,4.0,2.0
1,4.0,2.0,1.0,1.0,24.2,6.0,59.9,15.4,8.0,1.0,1.0,1.17,2.0,4.0,2.0
2,4.0,2.0,1.0,1.0,24.2,6.0,59.9,15.4,8.0,1.0,1.0,1.71,2.0,4.0,2.0
3,4.0,2.0,1.0,1.0,24.2,6.0,59.9,15.4,8.0,1.0,1.0,2.02,2.0,4.0,2.0
1445,1.0,4.0,1.0,5.0,22.4,4.7,68.1,14.4,11.0,1.0,1.0,1.32,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,68.1,14.4,12.0,1.0,1.0,1.82,2.0,4.0,2.0
1,1.0,4.0,1.0,5.0,22.4,4.7,68.1,14.4,10.0,1.0,1.0,1.66,2.0,4.0,2.0
2,1.0,4.0,1.0,5.0,22.4,4.7,68.1,14.4,13.0,1.0,1.0,1.4,2.0,4.0,2.0
3,1.0,4.0,1.0,5.0,22.4,4.7,68.1,14.4,12.0,1.0,1.0,1.93,2.0,4.0,2.0
1775,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,10.0,1.0,1.0,1.16,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,11.0,1.0,1.0,2.04,2.0,4.0,2.0
1,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,9.0,1.0,1.0,1.86,2.0,4.0,2.0
2,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,11.0,1.0,1.0,1.6,2.0,4.0,2.0
3,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,8.0,1.0,1.0,1.78,2.0,4.0,2.0
18,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,9.0,1.0,0.0,1.43,2.0,4.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,8.0,1.0,0.0,1.46,2.0,4.0,2.0
1,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,8.0,1.0,0.0,1.92,2.0,4.0,2.0
2,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,13.0,1.0,0.0,1.45,2.0,4.0,2.0
3,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,9.0,1.0,0.0,1.76,2.0,4.0,2.0
311,4.0,1.0,0.0,3.0,22.9,6.6,58.2,14.1,8.0,0.0,0.0,1.21,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,58.2,14.1,11.0,0.0,0.0,1.76,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,58.2,14.1,8.0,0.0,0.0,1.28,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,58.2,14.1,10.0,0.0,0.0,1.3,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,58.2,14.1,6.0,0.0,0.0,1.01,2.0,4.0,2.0
1461,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,10.0,1.0,1.0,1.3,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,10.0,1.0,1.0,1.79,2.0,4.0,2.0
1,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,12.0,1.0,1.0,1.11,2.0,4.0,2.0
2,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,10.0,1.0,1.0,1.12,2.0,4.0,2.0
3,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,10.0,1.0,1.0,0.95,2.0,4.0,2.0
1319,4.0,3.0,1.0,2.0,17.6,8.4,62.2,14.0,10.0,0.0,1.0,1.49,2.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,62.2,14.0,8.0,0.0,1.0,1.95,2.0,4.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,62.2,14.0,6.0,0.0,1.0,0.98,2.0,4.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,62.2,14.0,10.0,0.0,1.0,1.3,2.0,4.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,62.2,14.0,11.0,0.0,1.0,0.98,2.0,4.0,2.0
507,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,10.0,0.0,0.0,1.04,2.0,4.0,
0,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,13.0,0.0,0.0,1.25,2.0,4.0,2.0
1,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,12.0,0.0,0.0,1.11,2.0,4.0,2.0
2,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,13.0,0.0,0.0,1.4,2.0,4.0,2.0
3,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,9.0,0.0,0.0,1.56,2.0,4.0,2.0
1912,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,10.0,1.0,1.0,1.55,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,9.0,1.0,1.0,1.41,2.0,4.0,2.0
1,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,9.0,1.0,1.0,0.94,2.0,4.0,2.0
2,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,11.0,1.0,1.0,2.01,2.0,4.0,2.0
3,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,7.0,1.0,1.0,1.04,2.0,4.0,2.0
610,2.0,2.0,1.0,1.0,22.2,5.2,63.8,14.6,8.0,0.0,1.0,1.55,2.0,1.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,63.8,14.6,11.0,0.0,1.0,1.99,2.0,1.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,63.8,14.6,8.0,0.0,1.0,1.78,2.0,1.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,63.8,14.6,8.0,0.0,1.0,1.95,2.0,1.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,63.8,14.6,11.0,0.0,1.0,1.08,2.0,1.0,2.0
1985,2.0,5.0,1.0,3.0,20.6,4.6,59.0,13.9,9.0,0.0,0.0,1.43,2.0,4.0,
0,2.0,5.0,1.0,3.0,20.6,4.6,59.0,13.9,10.0,0.0,0.0,1.01,2.0,4.0,2.0
1,2.0,5.0,1.0,3.0,20.6,4.6,59.0,13.9,9.0,0.0,0.0,1.08,2.0,4.0,2.0
2,2.0,5.0,1.0,3.0,20.6,4.6,59.0,13.9,7.0,0.0,0.0,1.78,2.0,4.0,2.0
3,2.0,5.0,1.0,3.0,20.6,4.6,59.0,13.9,10.0,0.0,0.0,1.64,2.0,4.0,2.0
265,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,10.0,1.0,0.0,1.43,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,8.0,1.0,0.0,0.94,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,9.0,1.0,0.0,1.83,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,9.0,1.0,0.0,1.73,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,8.0,1.0,0.0,1.19,2.0,4.0,2.0
234,3.0,1.0,0.0,3.0,22.2,5.2,60.4,13.8,10.0,1.0,0.0,1.21,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,60.4,13.8,12.0,1.0,0.0,1.06,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,60.4,13.8,9.0,1.0,0.0,1.22,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,60.4,13.8,10.0,1.0,0.0,1.92,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,60.4,13.8,10.0,1.0,0.0,1.81,2.0,4.0,2.0
1966,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,11.0,1.0,1.0,1.55,2.0,4.0,
0,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,9.0,1.0,1.0,1.68,2.0,4.0,2.0
1,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,12.0,1.0,1.0,1.69,2.0,4.0,2.0
2,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,11.0,1.0,1.0,0.97,2.0,4.0,2.0
3,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,12.0,1.0,1.0,1.46,2.0,4.0,2.0
1356,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,10.0,1.0,1.0,1.11,2.0,2.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,8.0,1.0,1.0,1.51,2.0,2.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,7.0,1.0,1.0,1.42,2.0,2.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,10.0,1.0,1.0,1.13,2.0,2.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,10.0,1.0,1.0,1.03,2.0,2.0,2.0
1956,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,11.0,0.0,1.0,1.71,2.0,4.0,
0,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,7.0,0.0,1.0,1.63,2.0,4.0,2.0
1,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,7.0,0.0,1.0,0.92,2.0,4.0,2.0
2,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,11.0,0.0,1.0,1.06,2.0,4.0,2.0
3,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,11.0,0.0,1.0,1.94,2.0,4.0,2.0
722,3.0,2.0,1.0,1.0,22.9,6.6,57.2,15.0,10.0,1.0,1.0,1.72,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,57.2,15.0,10.0,1.0,1.0,0.94,2.0,4.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,57.2,15.0,9.0,1.0,1.0,1.17,2.0,4.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,57.2,15.0,8.0,1.0,1.0,1.84,2.0,4.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,57.2,15.0,10.0,1.0,1.0,0.99,2.0,4.0,2.0
149,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,9.0,0.0,0.0,1.57,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,9.0,0.0,0.0,1.58,2.0,4.0,2.0
1,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,9.0,0.0,0.0,1.01,2.0,4.0,2.0
2,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,12.0,0.0,0.0,1.13,2.0,4.0,2.0
3,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,9.0,0.0,0.0,1.97,2.0,4.0,2.0
28,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,10.0,1.0,0.0,1.26,2.0,4.0,
0,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,8.0,1.0,0.0,1.81,2.0,4.0,2.0
1,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,7.0,1.0,0.0,1.3,2.0,4.0,2.0
2,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,6.0,1.0,0.0,1.24,2.0,4.0,2.0
3,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,6.0,1.0,0.0,1.64,2.0,4.0,2.0
1221,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,12.0,1.0,1.0,1.55,3.0,1.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,11.0,1.0,1.0,1.13,3.0,1.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,9.0,1.0,1.0,0.94,3.0,1.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,9.0,1.0,1.0,1.93,3.0,1.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,13.0,1.0,1.0,1.77,3.0,1.0,2.0
1752,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,9.0,1.0,0.0,1.26,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,8.0,1.0,0.0,0.98,2.0,4.0,2.0
1,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,9.0,1.0,0.0,0.9,2.0,4.0,2.0
2,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,11.0,1.0,0.0,1.26,2.0,4.0,2.0
3,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,13.0,1.0,0.0,1.96,2.0,4.0,2.0
77,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,10.0,0.0,0.0,1.21,2.0,4.0,
0,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,6.0,0.0,0.0,1.32,2.0,4.0,2.0
1,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,11.0,0.0,0.0,1.33,2.0,4.0,2.0
2,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,11.0,0.0,0.0,1.1,2.0,4.0,2.0
3,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,6.0,0.0,0.0,1.72,2.0,4.0,2.0
655,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,10.0,0.0,1.0,1.6,1.0,4.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,10.0,0.0,1.0,1.14,1.0,4.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,8.0,0.0,1.0,1.76,1.0,4.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,11.0,0.0,1.0,1.48,1.0,4.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,7.0,0.0,1.0,0.95,1.0,4.0,2.0
1900,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.2,9.0,0.0,1.0,1.74,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.2,7.0,0.0,1.0,1.05,2.0,4.0,2.0
1,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.2,8.0,0.0,1.0,1.05,2.0,4.0,2.0
2,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.2,6.0,0.0,1.0,1.69,2.0,4.0,2.0
3,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.2,9.0,0.0,1.0,2.01,2.0,4.0,2.0
2007,2.0,5.0,1.0,3.0,20.6,4.6,56.7,14.1,9.0,1.0,0.0,1.26,2.0,4.0,
0,2.0,5.0,1.0,3.0,20.6,4.6,56.7,14.1,9.0,1.0,0.0,1.17,2.0,4.0,2.0
1,2.0,5.0,1.0,3.0,20.6,4.6,56.7,14.1,11.0,1.0,0.0,1.03,2.0,4.0,2.0
2,2.0,5.0,1.0,3.0,20.6,4.6,56.7,14.1,8.0,1.0,0.0,1.03,2.0,4.0,2.0
3,2.0,5.0,1.0,3.0,20.6,4.6,56.7,14.1,7.0,1.0,0.0,1.61,2.0,4.0,2.0
1130,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,8.0,1.0,1.0,1.35,2.0,4.0,
0,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,8.0,1.0,1.0,0.99,2.0,4.0,2.0
1,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,8.0,1.0,1.0,1.58,2.0,4.0,2.0
2,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,8.0,1.0,1.0,1.98,2.0,4.0,2.0
3,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,13.0,1.0,1.0,1.96,2.0,4.0,2.0
394,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,9.0,0.0,0.0,1.57,1.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,8.0,0.0,0.0,1.76,1.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,9.0,0.0,0.0,1.31,1.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,9.0,0.0,0.0,1.35,1.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,11.0,0.0,0.0,1.49,1.0,4.0,2.0
1733,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,9.0,0.0,0.0,1.4,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,11.0,0.0,0.0,1.56,2.0,4.0,2.0
1,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,6.0,0.0,0.0,1.61,2.0,4.0,2.0
2,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,9.0,0.0,0.0,1.97,2.0,4.0,2.0
3,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,8.0,0.0,0.0,1.0,2.0,4.0,2.0
1239,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,10.0,0.0,1.0,1.33,2.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,10.0,0.0,1.0,1.52,2.0,4.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,11.0,0.0,1.0,1.04,2.0,4.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,10.0,0.0,1.0,2.0,2.0,4.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,8.0,0.0,1.0,1.38,2.0,4.0,2.0
1097,2.0,3.0,1.0,2.0,18.4,8.2,68.3,12.8,10.0,0.0,1.0,1.55,2.0,4.0,
0,2.0,3.0,1.0,2.0,18.4,8.2,68.3,12.8,12.0,0.0,1.0,1.29,2.0,4.0,2.0
1,2.0,3.0,1.0,2.0,18.4,8.2,68.3,12.8,10.0,0.0,1.0,1.99,2.0,4.0,2.0
2,2.0,3.0,1.0,2.0,18.4,8.2,68.3,12.8,9.0,0.0,1.0,1.55,2.0,4.0,2.0
3,2.0,3.0,1.0,2.0,18.4,8.2,68.3,12.8,13.0,0.0,1.0,0.92,2.0,4.0,2.0
901,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,11.0,0.0,1.0,1.21,2.0,4.0,
0,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,10.0,0.0,1.0,1.34,2.0,4.0,2.0
1,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,9.0,0.0,1.0,1.78,2.0,4.0,2.0
2,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,7.0,0.0,1.0,1.39,2.0,4.0,2.0
3,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,8.0,0.0,1.0,1.75,2.0,4.0,2.0
241,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,11.0,1.0,0.0,1.43,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,11.0,1.0,0.0,1.81,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,9.0,1.0,0.0,1.89,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,8.0,1.0,0.0,2.02,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,12.0,1.0,0.0,0.92,2.0,4.0,2.0
1155,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,8.0,0.0,1.0,1.24,2.0,4.0,
0,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,7.0,0.0,1.0,1.08,2.0,4.0,2.0
1,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,8.0,0.0,1.0,1.67,2.0,4.0,2.0
2,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,9.0,0.0,1.0,1.67,2.0,4.0,2.0
3,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,10.0,0.0,1.0,1.78,2.0,4.0,2.0
253,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,8.0,0.0,0.0,1.57,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,13.0,0.0,0.0,0.93,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,8.0,0.0,0.0,0.98,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,8.0,0.0,0.0,0.9,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,8.0,0.0,0.0,1.86,2.0,4.0,2.0
1783,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,11.0,1.0,1.0,1.25,2.0,1.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,7.0,1.0,1.0,1.5,2.0,1.0,2.0
1,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,13.0,1.0,1.0,0.95,2.0,1.0,2.0
2,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,7.0,1.0,1.0,1.26,2.0,1.0,2.0
3,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,11.0,1.0,1.0,1.59,2.0,1.0,2.0
1380,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,10.0,1.0,1.0,1.55,2.0,1.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,8.0,1.0,1.0,2.01,2.0,1.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,10.0,1.0,1.0,1.11,2.0,1.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,9.0,1.0,1.0,1.15,2.0,1.0,2.0
