Index,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Grade,Age,Gender,FormalClothing,TotalCLOwithChair,SwC,MC,TCV
947,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,5.0,11.0,0.0,1.0,1.72,2.0,4.0,
0,1.0,3.0,1.0,3.0,22.4,10.1,49.7,17.0,5.0,11.0,0.0,1.0,1.72,2.0,4.0,2.0
1,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,5.0,11.0,0.0,0.0,1.72,2.0,4.0,2.0
2,1.0,3.0,1.0,3.0,22.4,10.1,46.1,17.0,5.0,11.0,0.0,0.0,1.72,2.0,4.0,2.0
3,1.0,3.0,1.0,3.0,22.4,10.1,61.8,17.6,5.0,11.0,0.0,1.0,1.72,2.0,4.0,2.0
290,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,5.0,13.0,0.0,0.0,1.04,2.0,4.0,
0,3.0,1.0,0.0,4.0,22.2,5.2,75.2,14.9,5.0,8.0,0.0,0.0,1.04,2.0,4.0,2.0
1,3.0,1.0,0.0,4.0,22.2,5.2,58.2,13.9,5.0,8.0,0.0,0.0,1.04,2.0,4.0,2.0
2,3.0,1.0,0.0,4.0,22.2,5.2,58.2,13.9,5.0,13.0,0.0,1.0,1.04,2.0,4.0,2.0
3,3.0,1.0,0.0,4.0,22.2,5.2,58.2,17.3,5.0,8.0,0.0,0.0,1.04,2.0,4.0,2.0
1785,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,11.0,0.0,1.0,1.55,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,73.7,13.1,5.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
1,4.0,4.0,1.0,2.0,20.8,4.2,58.7,14.2,5.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
2,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,11.0,0.0,0.0,1.19,2.0,4.0,2.0
3,4.0,4.0,1.0,2.0,20.8,4.2,69.3,13.5,5.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
1615,3.0,4.0,1.0,2.0,20.0,8.8,67.4,13.0,4.0,10.0,1.0,0.0,1.21,2.0,4.0,
0,3.0,4.0,1.0,2.0,20.0,8.8,59.4,13.0,4.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
1,3.0,4.0,1.0,2.0,20.0,8.8,62.2,13.0,4.0,8.0,1.0,0.0,1.21,2.0,4.0,2.0
2,3.0,4.0,1.0,2.0,20.0,8.8,67.4,13.0,4.0,10.0,1.0,0.0,1.85,2.0,4.0,2.0
3,3.0,4.0,1.0,2.0,20.0,8.8,67.4,13.0,4.0,10.0,1.0,0.0,1.53,2.0,4.0,2.0
462,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.1,3.0,9.0,0.0,0.0,1.12,1.0,4.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.1,3.0,9.0,0.0,0.0,1.56,1.0,4.0,2.0
1,5.0,1.0,0.0,2.0,24.2,6.0,72.5,15.1,3.0,9.0,0.0,0.0,1.12,1.0,4.0,2.0
2,5.0,1.0,0.0,2.0,24.2,6.0,73.0,15.1,3.0,9.0,0.0,0.0,1.12,1.0,4.0,2.0
3,5.0,1.0,0.0,2.0,24.2,6.0,58.9,16.1,3.0,9.0,0.0,0.0,1.12,1.0,4.0,2.0
1413,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,4.0,9.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,4.0,1.0,4.0,22.4,4.7,62.2,14.4,4.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
1,1.0,4.0,1.0,4.0,22.4,4.7,65.2,13.9,4.0,9.0,1.0,0.0,1.69,2.0,4.0,2.0
2,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,4.0,9.0,1.0,1.0,0.95,2.0,4.0,2.0
3,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,4.0,9.0,1.0,1.0,1.92,2.0,4.0,2.0
881,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,3.0,9.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,3.0,9.0,1.0,1.0,1.98,2.0,4.0,2.0
1,1.0,3.0,1.0,1.0,22.4,10.1,49.9,14.3,3.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
2,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,3.0,9.0,0.0,1.0,1.26,2.0,4.0,2.0
3,1.0,3.0,1.0,1.0,22.4,10.1,65.4,16.7,3.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
447,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,3.0,10.0,0.0,0.0,1.04,2.0,4.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,53.3,13.6,3.0,10.0,0.0,1.0,1.04,2.0,4.0,2.0
1,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.9,3.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
2,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,3.0,10.0,0.0,0.0,2.04,2.0,4.0,2.0
3,5.0,1.0,0.0,2.0,24.2,6.0,54.3,15.1,3.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
19,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,8.0,1.0,0.0,1.07,2.0,4.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,70.8,14.5,3.0,13.0,1.0,0.0,1.07,2.0,4.0,2.0
1,1.0,1.0,0.0,3.0,22.2,5.1,67.3,14.5,3.0,7.0,1.0,0.0,1.07,2.0,4.0,2.0
2,1.0,1.0,0.0,3.0,22.2,5.1,55.1,17.5,3.0,8.0,1.0,0.0,1.07,2.0,4.0,2.0
3,1.0,1.0,0.0,3.0,22.2,5.1,67.0,14.5,3.0,8.0,1.0,0.0,1.07,2.0,4.0,2.0
1541,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,4.0,8.0,1.0,1.0,1.55,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,46.2,14.1,4.0,8.0,1.0,0.0,1.55,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,65.2,17.2,4.0,8.0,1.0,1.0,1.08,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.7,4.0,8.0,1.0,1.0,1.55,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,54.8,14.1,4.0,8.0,1.0,1.0,1.55,2.0,4.0,2.0
1286,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,3.0,9.0,1.0,1.0,1.33,2.0,4.0,
0,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,3.0,9.0,1.0,1.0,1.62,2.0,4.0,2.0
1,4.0,3.0,1.0,1.0,17.6,8.4,69.1,14.1,3.0,9.0,1.0,1.0,1.53,2.0,4.0,2.0
2,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,3.0,9.0,0.0,1.0,1.2,2.0,4.0,2.0
3,4.0,3.0,1.0,1.0,17.6,8.4,64.0,17.2,3.0,9.0,1.0,0.0,1.33,2.0,4.0,2.0
318,4.0,1.0,0.0,3.0,22.9,6.6,60.3,14.0,3.0,9.0,1.0,0.0,1.43,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,60.3,17.5,3.0,9.0,1.0,0.0,1.23,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,60.3,16.4,3.0,9.0,1.0,0.0,1.81,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,66.9,14.0,3.0,9.0,0.0,0.0,1.43,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,63.7,14.0,3.0,9.0,1.0,0.0,1.43,2.0,4.0,2.0
840,4.0,2.0,1.0,1.0,24.2,6.0,59.9,15.4,4.0,10.0,1.0,1.0,1.13,2.0,4.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,74.7,15.4,4.0,10.0,1.0,1.0,1.13,2.0,4.0,2.0
1,4.0,2.0,1.0,1.0,24.2,6.0,59.9,15.4,4.0,10.0,1.0,1.0,1.8,2.0,4.0,2.0
2,4.0,2.0,1.0,1.0,24.2,6.0,72.0,15.4,4.0,10.0,1.0,1.0,1.13,2.0,4.0,2.0
3,4.0,2.0,1.0,1.0,24.2,6.0,59.9,16.6,4.0,10.0,0.0,1.0,1.13,2.0,4.0,2.0
1445,1.0,4.0,1.0,5.0,22.4,4.7,68.1,14.4,5.0,11.0,1.0,1.0,1.32,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,73.2,15.4,5.0,11.0,1.0,1.0,1.32,2.0,4.0,2.0
1,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.6,5.0,11.0,1.0,1.0,1.32,2.0,4.0,2.0
2,1.0,4.0,1.0,5.0,22.4,4.7,50.8,14.4,5.0,11.0,1.0,1.0,1.32,2.0,4.0,2.0
3,1.0,4.0,1.0,5.0,22.4,4.7,68.1,14.4,5.0,11.0,0.0,1.0,1.34,2.0,4.0,2.0
1775,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,10.0,1.0,1.0,1.16,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,69.3,13.9,5.0,10.0,1.0,0.0,1.16,2.0,4.0,2.0
1,4.0,4.0,1.0,2.0,20.8,4.2,66.8,14.2,5.0,8.0,1.0,1.0,1.16,2.0,4.0,2.0
2,4.0,4.0,1.0,2.0,20.8,4.2,63.3,13.9,5.0,10.0,1.0,1.0,1.16,2.0,4.0,2.0
3,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,10.0,0.0,1.0,1.51,2.0,4.0,2.0
18,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,9.0,1.0,0.0,1.43,2.0,4.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,9.0,1.0,0.0,1.34,2.0,4.0,2.0
1,1.0,1.0,0.0,3.0,22.2,5.1,55.1,15.8,3.0,9.0,1.0,0.0,1.43,2.0,4.0,2.0
2,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,9.0,0.0,0.0,0.96,2.0,4.0,2.0
3,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,9.0,1.0,0.0,1.14,2.0,4.0,2.0
311,4.0,1.0,0.0,3.0,22.9,6.6,58.2,14.1,3.0,8.0,0.0,0.0,1.21,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,58.2,16.9,3.0,8.0,0.0,0.0,1.75,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,58.2,14.1,3.0,8.0,0.0,1.0,1.67,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,57.5,14.1,3.0,8.0,0.0,1.0,1.21,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,58.2,14.4,3.0,9.0,0.0,0.0,1.21,2.0,4.0,2.0
1461,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,5.0,10.0,1.0,1.0,1.3,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,49.3,13.1,5.0,10.0,0.0,1.0,1.3,2.0,4.0,2.0
1,1.0,4.0,1.0,5.0,22.4,4.7,54.0,13.1,5.0,10.0,1.0,1.0,1.3,2.0,4.0,2.0
2,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,5.0,9.0,1.0,1.0,1.3,2.0,4.0,2.0
3,1.0,4.0,1.0,5.0,22.4,4.7,67.7,13.1,5.0,10.0,1.0,1.0,1.3,2.0,4.0,2.0
1319,4.0,3.0,1.0,2.0,17.6,8.4,62.2,14.0,4.0,10.0,0.0,1.0,1.49,2.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,58.5,14.0,4.0,10.0,0.0,1.0,1.49,2.0,4.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,64.4,14.0,4.0,8.0,0.0,1.0,1.49,2.0,4.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,62.2,16.8,4.0,10.0,0.0,1.0,1.49,2.0,4.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,47.9,14.0,4.0,10.0,0.0,1.0,1.49,2.0,4.0,2.0
507,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,5.0,10.0,0.0,0.0,1.04,2.0,4.0,
0,5.0,1.0,0.0,3.0,24.2,6.0,66.5,13.1,5.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
1,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,5.0,10.0,0.0,0.0,1.78,2.0,4.0,2.0
2,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,5.0,12.0,0.0,0.0,0.95,2.0,4.0,2.0
3,5.0,1.0,0.0,3.0,24.2,6.0,61.1,15.6,5.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
1912,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,3.0,10.0,1.0,1.0,1.55,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,60.1,14.9,3.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
1,1.0,5.0,1.0,3.0,20.8,4.2,45.2,14.2,3.0,10.0,1.0,1.0,1.55,2.0,4.0,2.0
2,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,3.0,10.0,1.0,1.0,1.11,2.0,4.0,2.0
3,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,3.0,10.0,0.0,1.0,0.95,2.0,4.0,2.0
610,2.0,2.0,1.0,1.0,22.2,5.2,63.8,14.6,3.0,8.0,0.0,1.0,1.55,2.0,1.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,64.7,16.3,3.0,8.0,0.0,1.0,1.55,2.0,1.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,70.0,16.2,3.0,8.0,0.0,1.0,1.55,2.0,1.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,63.8,15.7,3.0,8.0,0.0,1.0,1.55,2.0,1.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,63.8,17.4,3.0,8.0,0.0,1.0,1.48,2.0,1.0,2.0
1985,2.0,5.0,1.0,3.0,20.6,4.6,59.0,13.9,3.0,9.0,0.0,0.0,1.43,2.0,4.0,
0,2.0,5.0,1.0,3.0,20.6,4.6,60.1,14.1,3.0,9.0,0.0,0.0,1.43,2.0,4.0,2.0
1,2.0,5.0,1.0,3.0,20.6,4.6,54.5,13.9,3.0,9.0,0.0,0.0,1.43,2.0,4.0,2.0
2,2.0,5.0,1.0,3.0,20.6,4.6,70.8,13.9,3.0,9.0,0.0,1.0,1.43,2.0,4.0,2.0
3,2.0,5.0,1.0,3.0,20.6,4.6,57.7,13.9,3.0,9.0,0.0,0.0,1.43,2.0,4.0,2.0
265,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,10.0,1.0,0.0,1.43,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,60.6,14.4,4.0,10.0,1.0,0.0,1.43,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,50.0,14.4,4.0,10.0,1.0,0.0,2.0,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,61.3,14.4,4.0,10.0,1.0,0.0,1.43,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,64.9,14.4,4.0,10.0,1.0,0.0,1.99,2.0,4.0,2.0
234,3.0,1.0,0.0,3.0,22.2,5.2,60.4,13.8,3.0,10.0,1.0,0.0,1.21,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,65.1,13.8,3.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,65.4,13.8,3.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,73.9,13.8,3.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,60.4,13.1,3.0,10.0,1.0,0.0,1.32,2.0,4.0,2.0
1966,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,1.0,1.0,1.55,2.0,4.0,
0,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,0.0,1.0,1.11,2.0,4.0,2.0
1,1.0,5.0,1.0,4.0,20.8,4.2,53.7,15.1,5.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
2,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,0.0,1.0,2.0,2.0,4.0,2.0
3,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,0.0,1.0,1.2,2.0,4.0,2.0
1356,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,10.0,1.0,1.0,1.11,2.0,2.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,10.0,0.0,1.0,1.78,2.0,2.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,53.9,13.4,5.0,10.0,1.0,1.0,1.11,2.0,2.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,67.3,13.4,5.0,10.0,0.0,1.0,1.11,2.0,2.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,67.1,13.3,5.0,10.0,1.0,1.0,1.11,2.0,2.0,2.0
1956,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,0.0,1.0,1.71,2.0,4.0,
0,1.0,5.0,1.0,4.0,20.8,4.2,71.6,15.1,5.0,11.0,0.0,0.0,1.71,2.0,4.0,2.0
1,1.0,5.0,1.0,4.0,20.8,4.2,62.9,16.4,5.0,11.0,0.0,1.0,1.71,2.0,4.0,2.0
2,1.0,5.0,1.0,4.0,20.8,4.2,61.0,15.1,5.0,11.0,0.0,1.0,1.71,2.0,4.0,2.0
3,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,1.0,1.0,1.65,2.0,4.0,2.0
722,3.0,2.0,1.0,1.0,22.9,6.6,57.2,15.0,3.0,10.0,1.0,1.0,1.72,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,57.2,13.9,3.0,10.0,1.0,0.0,1.72,2.0,4.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,57.2,15.0,3.0,12.0,1.0,1.0,1.68,2.0,4.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,72.8,15.0,3.0,13.0,1.0,1.0,1.72,2.0,4.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,60.1,15.0,3.0,10.0,1.0,1.0,1.72,2.0,4.0,2.0
149,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,4.0,9.0,0.0,0.0,1.57,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,65.8,13.1,4.0,8.0,0.0,0.0,1.57,2.0,4.0,2.0
1,2.0,1.0,0.0,5.0,20.5,5.0,65.8,16.7,4.0,9.0,0.0,0.0,1.71,2.0,4.0,2.0
2,2.0,1.0,0.0,5.0,20.5,5.0,46.8,15.1,4.0,9.0,0.0,1.0,1.57,2.0,4.0,2.0
3,2.0,1.0,0.0,5.0,20.5,5.0,72.7,15.1,4.0,9.0,0.0,0.0,1.57,2.0,4.0,2.0
28,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,4.0,10.0,1.0,0.0,1.26,2.0,4.0,
0,1.0,1.0,0.0,4.0,22.2,5.1,60.2,17.5,4.0,10.0,0.0,0.0,1.26,2.0,4.0,2.0
1,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,4.0,6.0,1.0,0.0,1.68,2.0,4.0,2.0
2,1.0,1.0,0.0,4.0,22.2,5.1,59.6,17.5,4.0,6.0,1.0,0.0,1.26,2.0,4.0,2.0
3,1.0,1.0,0.0,4.0,22.2,5.1,73.5,17.5,4.0,10.0,1.0,0.0,1.26,2.0,4.0,2.0
1221,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,12.0,1.0,1.0,1.55,3.0,1.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,58.8,14.0,5.0,9.0,1.0,1.0,1.55,3.0,1.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,60.9,13.4,5.0,12.0,1.0,1.0,1.16,3.0,1.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,60.9,15.3,5.0,12.0,1.0,1.0,1.23,3.0,1.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,54.1,14.0,5.0,12.0,1.0,1.0,1.55,3.0,1.0,2.0
1752,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,9.0,1.0,0.0,1.26,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,55.8,13.2,4.0,9.0,0.0,0.0,1.26,2.0,4.0,2.0
1,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,9.0,1.0,1.0,1.36,2.0,4.0,2.0
2,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,12.0,1.0,0.0,1.14,2.0,4.0,2.0
3,4.0,4.0,1.0,1.0,20.8,4.2,71.5,13.2,4.0,9.0,1.0,0.0,1.26,2.0,4.0,2.0
77,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,5.0,10.0,0.0,0.0,1.83,2.0,4.0,2.0
1,1.0,1.0,0.0,6.0,22.2,5.1,66.5,12.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
2,1.0,1.0,0.0,6.0,22.2,5.1,61.8,16.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
3,1.0,1.0,0.0,6.0,22.2,5.1,49.5,16.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
655,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,4.0,10.0,0.0,1.0,1.6,1.0,4.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,60.2,13.5,4.0,10.0,0.0,0.0,1.6,1.0,4.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,56.9,16.1,4.0,10.0,0.0,1.0,1.18,1.0,4.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,56.9,16.4,4.0,10.0,0.0,1.0,1.83,1.0,4.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,56.9,15.6,4.0,7.0,0.0,1.0,1.6,1.0,4.0,2.0
1900,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.2,3.0,9.0,0.0,1.0,1.74,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,58.9,17.0,3.0,9.0,0.0,1.0,1.74,2.0,4.0,2.0
1,1.0,5.0,1.0,3.0,20.8,4.2,58.9,16.9,3.0,9.0,0.0,1.0,1.74,2.0,4.0,2.0
2,1.0,5.0,1.0,3.0,20.8,4.2,58.9,17.4,3.0,9.0,1.0,1.0,1.74,2.0,4.0,2.0
3,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.2,3.0,9.0,1.0,1.0,1.73,2.0,4.0,2.0
2007,2.0,5.0,1.0,3.0,20.6,4.6,56.7,14.1,4.0,9.0,1.0,0.0,1.26,2.0,4.0,
0,2.0,5.0,1.0,3.0,20.6,4.6,75.7,14.1,4.0,9.0,1.0,1.0,1.26,2.0,4.0,2.0
1,2.0,5.0,1.0,3.0,20.6,4.6,56.7,14.1,4.0,9.0,1.0,0.0,1.04,2.0,4.0,2.0
2,2.0,5.0,1.0,3.0,20.6,4.6,68.6,14.1,4.0,9.0,1.0,0.0,1.17,2.0,4.0,2.0
3,2.0,5.0,1.0,3.0,20.6,4.6,56.7,14.0,4.0,11.0,1.0,0.0,1.26,2.0,4.0,2.0
1130,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,3.0,8.0,1.0,1.0,1.35,2.0,4.0,
0,3.0,3.0,1.0,1.0,21.2,5.6,73.2,14.0,3.0,8.0,1.0,1.0,1.55,2.0,4.0,2.0
1,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.1,3.0,8.0,1.0,0.0,1.35,2.0,4.0,2.0
2,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,3.0,8.0,0.0,1.0,2.03,2.0,4.0,2.0
3,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.3,3.0,12.0,1.0,1.0,1.35,2.0,4.0,2.0
394,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,4.0,9.0,0.0,0.0,1.57,1.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,54.6,17.2,4.0,9.0,0.0,0.0,1.57,1.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,62.9,14.0,4.0,9.0,0.0,0.0,1.63,1.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,4.0,9.0,0.0,0.0,0.95,1.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,69.3,15.2,4.0,9.0,0.0,0.0,1.57,1.0,4.0,2.0
1733,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,9.0,0.0,0.0,1.4,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.1,4.0,9.0,0.0,0.0,1.42,2.0,4.0,2.0
1,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,9.0,0.0,0.0,1.25,2.0,4.0,2.0
2,4.0,4.0,1.0,1.0,20.8,4.2,65.1,13.2,4.0,6.0,0.0,0.0,1.4,2.0,4.0,2.0
3,4.0,4.0,1.0,1.0,20.8,4.2,57.4,13.2,4.0,9.0,0.0,0.0,1.4,2.0,4.0,2.0
1239,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,10.0,0.0,1.0,1.33,2.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,60.9,15.8,5.0,10.0,1.0,1.0,1.33,2.0,4.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,60.9,16.9,5.0,11.0,0.0,1.0,1.33,2.0,4.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,60.9,13.4,5.0,10.0,0.0,1.0,1.33,2.0,4.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,52.9,14.0,5.0,10.0,0.0,1.0,2.02,2.0,4.0,2.0
1097,2.0,3.0,1.0,2.0,18.4,8.2,68.3,12.8,5.0,10.0,0.0,1.0,1.55,2.0,4.0,
0,2.0,3.0,1.0,2.0,18.4,8.2,71.4,12.8,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
1,2.0,3.0,1.0,2.0,18.4,8.2,68.3,13.6,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
2,2.0,3.0,1.0,2.0,18.4,8.2,68.3,17.4,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
3,2.0,3.0,1.0,2.0,18.4,8.2,71.5,12.8,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
901,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,4.0,11.0,0.0,1.0,1.21,2.0,4.0,
0,1.0,3.0,1.0,2.0,22.4,10.1,75.0,17.0,4.0,11.0,1.0,1.0,1.21,2.0,4.0,2.0
